"url","description","Herkunftsland:","Anbauregion:","Rebsorte:","Weingut:","Marke:","Produktkategorie:","Qualitätsstufe:","Geschmacksrichtung:","Farbnuance:","Flaschengröße:","Alkoholgehalt:","Restzucker:","Säure:","Trinktemperatur:","Passende Speisen:","Hinweis auf Allergene:","Hersteller:"
"https://www.vindor.de/villa-huesgen-riesling-sekt-classic-brut-sekt-ba","Dieser besondere Riesling-Winzer-Sekt ist elegant, frisch und finessenreich. Ein unkomplizierter Genuss zu vielen Gelegenheiten.","Deutschland","Mosel","Riesling","Villa Huesgen","Villa Huesgen","Sekt & Champagner","Sekt bA, Brut","brut","weiß","0,75 l","12 %","11,0 g/l","5,6 g/l","8 °C","Ideal als Aperitif und zu festlichen Anlässen...","enthält Sulfite","Villa Huesgen Weingut, An der Mosel 46 - D 56841 Traben-Trarbrach"
